"id","name","h1_title","description","meta_title","meta_description","meta_keywords","og_title","og_description","intro_text","intro_position","cover","icon","urlhash","parent_id","sort_id","created_at","updated_at","super_id","status","noindex"
"295","Konektori i utičnice","Konektori i utičnice – Mrežni i koaksijalni","<p>...</p>
","Konektori i utičnice mrežni – BitLab","Mrežni konektori, utičnice i priključci za instalaciju mreže. RJ45, koaksijalni i optički konektori. Brza isporuka po BiH.","mrežni konektori, RJ45, utičnica mrežna, koaksijalni konektori, patch konektori BiH","Mrežni konektori i utičnice | BitLab","RJ45, koaksijalni i optički konektori za mrežne instalacije.","Mrežni konektori i utičnice za profesionalnu instalaciju mreže. RJ45, koaksijalni, STP/UTP konektori i zidne utičnice za strukturirano kabliranje.","1","213_konektori.jpg",NULL,"konektori-uticnice","352","50","2020-07-13 12:39:12","2021-06-05 11:46:00","3","1","0"
"296","Kućanski aparati i bijela tehnika","Kućanski aparati i bijela tehnika","<p>...</p>
","Kućanski aparati i bijela tehnika – BitLab","Kućanski aparati i bijela tehnika za vaš dom. Frižideri, usisivači, aparati za kafu, mikrovalne i još mnogo više. Brza isporuka.","kućanski aparati, bijela tehnika, mali kućanski aparati, frižider, usisivač, aparat za kafu BiH","Kućanski aparati i bijela tehnika | BitLab","Frižideri, usisivači, aparati za kafu i svi kućanski aparati vodećih brendova.","Sve što vam treba za opremanje doma – bijela tehnika i mali kućanski aparati vodećih brendova. Frižideri, usisivači, aparati za kafu, pegle i još mnogo više po povoljnim cijenama.","1","554_kucanski aparati.jpg",NULL,"kucanski-aparati-bijela-tehnika","0","60","2020-07-13 12:43:51","2020-08-27 12:02:43","4","1","0"
"297","Microsoft","Microsoft software – Windows i Office licence","<p>...</p>
","Microsoft software | Windows, Office – BitLab","Originalne Microsoft licence – Windows 11, Office 365, Microsoft 365. Digitalna isporuka, povoljne cijene, tehnička podrška.","Microsoft Windows, Office 365, Microsoft 365, Windows 11, Microsoft licenca BiH","Microsoft Windows i Office licence | BitLab","Originalne Microsoft Windows i Office licence – digitalna isporuka po povoljnim cijenama.","Originalne Microsoft softverske licence – Windows 11, Microsoft Office 365 i Microsoft 365 planovi za kućnu i poslovnu upotrebu. Brza digitalna isporuka.","1","747_microsoft.jpg",NULL,"microsoft","272","0","2020-07-13 12:45:44","2020-07-13 17:09:53","3","1","0"
"298","Mrežni alat","Mrežni alat – Krimperke, testeri i alati za mrežu","<p>..</p>
","Mrežni alat | Krimperke, Testeri – BitLab","Alati za mrežnu instalaciju – krimperke, testeri kablova, striperke i punch-down alati. Povoljne cijene, brza isporuka po BiH.","mrežni alat, krimperka, tester kabla, striperka, punch-down alat, mrežna instalacija BiH","Mrežni alat krimperke i testeri | BitLab","Krimperke, testeri kablova i alati za profesionalnu mrežnu instalaciju.","Profesionalni alati za instalaciju i testiranje mrežne infrastrukture – krimperke za RJ45, testeri kablova, striperke i punch-down alati.","1","50_mrezni alat.jpg",NULL,"mrezni-alat","352","500","2020-07-13 12:47:27","2021-06-05 11:46:21","3","1","0"
"299","Napojni kablovi","Napojni kablovi – Strujni kablovi za računare i uređaje","<p>...</p>
","Napojni kablovi strujni | C13, C14 – BitLab","Napojni strujni kablovi za računare, monitore i uređaje. C13, C14, C7 i drugi tipovi. Razne dužine. Brza isporuka po BiH.","napojni kablovi, strujni kabel, C13 kabel, IEC kabel, napajanje za računar BiH","Napojni strujni kablovi | BitLab","Strujni napojni kablovi C13, C14, C7 za računare i uređaje raznih dužina.","Napojni strujni kablovi za računare, monitore, štampače i drugu opremu. C13, C14 i C7 tipovi u raznim dužinama.","1","61_napojni kablovi.jpg",NULL,"napojni-kablovi","356","0","2020-07-13 12:52:20","2020-07-15 17:42:50","3","1","0"
"300","Oprema za igre",NULL,"<p>...</p>
",NULL,NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"oprema-igre","0","0","2020-07-13 12:56:20","2020-08-27 12:20:49","3","0","0"
"301","Opticki kablovi","Optički kablovi – Toslink i SPDIF optički audio","<p>...</p>
","Optički kablovi Toslink SPDIF – BitLab","Optički audio kablovi Toslink i SPDIF za hi-fi i kućna kina. Razne dužine, povoljne cijene, brza isporuka po BiH.","optički kabel, Toslink, SPDIF, optički audio kabel, kućno kino kabel BiH","Optički kablovi Toslink SPDIF | BitLab","Toslink i SPDIF optički audio kablovi za hi-fi opremu i kućna kina.","Optički Toslink i SPDIF audio kablovi za besprijekoran prenos digitalnog zvuka između hi-fi sistema, kućnih kina i televizora.","1","899_opticki kablovi.jpg",NULL,"opticki-kablovi","356","0","2020-07-13 13:08:22","2020-07-15 17:47:50","3","1","0"
"302","Ostala mrežna oprema","Ostala mrežna oprema – Medijski konverteri i dodaci","<p>...</p>
","Ostala mrežna oprema – BitLab","Ostala mrežna oprema – medijski konverteri, SFP moduli, transiveri i dodaci za mrežu. Povoljne cijene, brza isporuka po BiH.","mrežna oprema, medijski konverter, SFP modul, transiver, mrežni dodaci BiH","Ostala mrežna oprema | BitLab","Medijski konverteri, SFP moduli i ostala mrežna oprema po povoljnim cijenama.","Kompletna ponuda mrežne opreme – medijski konverteri, SFP i GBIC moduli, transiveri i ostali dodaci za mrežnu infrastrukturu.","1","76_ostala mrezna oprema.jpg",NULL,"ostala-mrezna-operma","352","0","2020-07-13 13:09:59","2020-07-15 16:55:18","3","1","0"
"303","Ostala PC periferija","Ostala PC periferija – Čitači kartica, ladice i dodaci","<p>...</p>
","Ostala PC periferija – BitLab","Ostala PC periferija – čitači kartica, ladice za novac, prezenteri i razni dodaci. Povoljne cijene, brza isporuka po BiH.","PC periferija, čitač kartica, ladica za novac, prezenter, ostali PC dodaci BiH","Ostala PC periferija | BitLab","Čitači kartica, ladice za novac, prezenteri i ostali PC dodaci.","Razni PC dodaci koji upotpunjuju radni prostor – čitači memorijskih kartica, ladice za novac, laserski prezenteri i ostala periferija.","1","590_Other PC peripherals.jpg",NULL,"ostala-pc-periferija","219","0","2020-07-13 13:11:40","2020-07-14 18:15:33","3","1","0"
"304","Ostali kancelarijski materijal","Ostali kancelarijski materijal","<p>....</p>
","Ostali kancelarijski materijal – BitLab","Ostali kancelarijski materijal – ljepilo, makaze, spajalice, selotejp i sitni uredski pribor. Povoljne cijene, brza isporuka.","kancelarijski sitni materijal, ljepilo, makaze, spajalice, selotejp, uredski pribor BiH","Ostali kancelarijski materijal | BitLab","Sitni kancelarijski materijal – ljepilo, makaze, spajalice, selotejp i više.","Sitni kancelarijski materijal koji nikad ne smije nedostajati u uredu – ljepilo, makaze, spajalice, selotejp, markeri i ostali pribor.","1","908_ostali kancelarijski materijal.jpg",NULL,"ostali-kancelarijski-materijal","214","99","2020-07-13 13:13:16","2021-06-05 11:44:11","7","1","0"
"305","Papir","Papir za štampu – A4, foto papir i specijalni mediji","<p>...</p>
","Papir za štampu | A4, Foto papir – BitLab","Papir za štampu – A4 uredski papir, foto papir i specijalni mediji za sve vrste štampača. Povoljne cijene, brza isporuka.","papir za štampu, A4 papir, foto papir, papir za printer, uredski papir BiH","Papir za štampu A4 i foto | BitLab","A4 uredski papir, foto papir i specijalni mediji za sve vrste štampača.","Papir za svaku vrstu štampe – A4 uredski papir za svakodnevno kopiranje, foto papir za kvalitetne ispise fotografija i specijalni mediji za grafičke namjene.","1","38_papir.jpg",NULL,"papir","341","0","2020-07-13 13:14:13","2020-07-15 18:03:19","3","1","0"
"306","Prezenteri","Prezenteri – Bežični laserski prezenteri","<p>...</p>
","Prezenteri bežični laserski – BitLab","Bežični laserski prezenteri za profesionalne prezentacije. Logitech i drugi. Dugačan domet, jednostavna upotreba. Brza isporuka.","prezenter, bežični prezenter, laserski prezenter, Logitech prezenter, pointer BiH","Bežični laserski prezenteri | BitLab","Bežični laserski prezenteri za profesionalne prezentacije – Logitech i drugi.","Bežični laserski prezenteri za samopouzdane i profesionalne prezentacije. Jednostavno upravljanje slajdovima s laserskim pokazivačem i dugim dometom.","1","166_prezenteri.jpeg",NULL,"prezenteri","219","0","2020-07-13 13:17:04","2020-07-14 18:17:43","3","1","0"
"307","Podloge za miševe","Podloge za miševe – Gaming i uredske podloge","<p>....</p>
","Podloge za miševe | Gaming, XL – BitLab","Podloge za miševe za gaming i uredski rad. Gaming XL podloge, standardne i RGB modeli. Povoljne cijene, brza isporuka po BiH.","podloga za miš, gaming podloga, XL podloga, mousepad, RGB podloga za miš BiH","Podloge za miševe gaming i XL | BitLab","Gaming XL podloge i standardne podloge za miševe – za gaming i uredsku upotrebu.","Podloge za miševe za precizno klizanje i udobnost pri radu. Kompaktne uredske podloge, gaming XL i RGB modeli koji pokrivaju cijeli radni sto.","1","0058485_podloge-za-miseve_300.jpeg",NULL,"podloge-za-miseve","219","0","2020-07-13 13:23:00","2020-07-13 13:23:00","3","1","0"
"309","Router-i","Router-i – WiFi, 5G i gaming ruteri","<p>---</p>
","Router-i | WiFi 6, Mesh, 5G – BitLab","WiFi ruteri za kućnu i poslovnu mrežu. WiFi 6, mesh sistemi, 5G ruteri. TP-Link, Asus, Mikrotik i drugi. Brza isporuka po BiH.","ruter, WiFi router, WiFi 6, mesh sistem, TP-Link ruter, Asus ruter, 5G ruter BiH","Router-i WiFi 6 Mesh 5G | BitLab","WiFi 6, mesh i 5G ruteri za brzu kućnu i poslovnu mrežu – TP-Link, Asus, Mikrotik.","Brza i pouzdana WiFi mreža počinje s pravim ruterom. WiFi 6 ruteri za maksimalne brzine, mesh sistemi za pokrivenost cijelog doma i 5G ruteri za mobilne mreže.","1","314_routeri.jpg",NULL,"routeri","352","20","2020-07-13 13:46:00","2021-06-05 11:47:11","3","1","0"
"310","Sredstva za održavanje","Sredstva za održavanje računara i opreme","<p>...</p>
","Sredstva za održavanje računara – BitLab","Sredstva za čišćenje i održavanje računara i elektronike. Komprimirani zrak, čistači ekrana, alkohol i antistatičke krpe. Brza isporuka.","čišćenje računara, komprimirani zrak, čistač ekrana, antistatička krpa, održavanje elektronike BiH","Sredstva za održavanje računara | BitLab","Komprimirani zrak, čistači ekrana i sredstva za čišćenje elektronike.","Redovno čišćenje i održavanje produžava životni vijek opreme. Komprimirani zrak, čistači LCD ekrana, alkohol, antistatičke krpe i ostala sredstva za održavanje.","1","517_sredstva-za-odrzavanje.jpeg",NULL,"sredstva-odrzavanje","17","40","2020-07-13 13:49:08","2020-07-13 17:15:59","3","1","0"
"311","Telefonski kablovi","Telefonski kablovi – RJ11 i telefonski vodovi","<p>...</p>
","Telefonski kablovi RJ11 – BitLab","Telefonski kablovi RJ11 za fiksnu telefoniju i ADSL. Razne dužine. Povoljne cijene, brza isporuka po BiH.","telefonski kabel, RJ11, ADSL kabel, kabel za fiksni telefon BiH","Telefonski kablovi RJ11 | BitLab","Telefonski RJ11 kablovi za fiksnu telefoniju i ADSL priključke.","Telefonski kablovi RJ11 za priključivanje fiksnih telefona, fax uređaja i ADSL modema. Dostupni u raznim dužinama.","1","579_t.jpg",NULL,"telefonski-kablovi","356","0","2020-07-13 13:53:27","2020-07-15 17:50:07","3","1","0"
"312","USB adapter","USB adapteri – USB na HDMI, Ethernet i više","<p>...</p>
","USB adapteri | USB-C, USB-A pretvarači – BitLab","USB adapteri za proširenje priključaka. USB na HDMI, USB na Ethernet, USB-C hub i više. Povoljne cijene, brza isporuka po BiH.","USB adapter, USB-C adapter, USB na HDMI, USB na Ethernet, USB hub, USB pretvarač BiH","USB adapteri USB-C i USB-A | BitLab","USB adapteri za proširenje priključaka – HDMI, Ethernet, USB-C hub i više.","USB adapteri za proširivanje mogućnosti laptopa i tableta. USB na HDMI, USB na Ethernet, USB-C multi-hub i ostali pretvarači za svaku potrebu.","1","592_USB adapter.jpg",NULL,"usb-adapteri","356","0","2020-07-13 13:55:35","2020-07-15 17:41:04","3","1","0"
"313","USB hub-ovi","USB hub-ovi – USB 3.0 i USB-C hub razvodnici","<p>...</p>
","USB hub-ovi | USB 3.0, USB-C – BitLab","USB hub razvodnici za proširenje USB priključaka. USB 3.0, USB-C i napajani hub modeli. Povoljne cijene, brza isporuka po BiH.","USB hub, USB razvodnik, USB 3.0 hub, USB-C hub, napajani USB hub BiH","USB hub razvodnici USB 3.0 i USB-C | BitLab","USB 3.0 i USB-C hub razvodnici za proširenje priključaka na laptopima i PC-u.","USB hub razvodnici za proširivanje broja USB priključaka. USB 3.0 i USB-C modeli s 4 do 10 portova, uključujući napajane verzije za stabilno napajanje uređaja.","1","856_hub.jpg",NULL,"usb-hub","347","0","2020-07-13 13:57:47","2020-07-15 16:24:31","3","1","0"
"314","USB punjači","USB punjači – Brzi punjači za mobitele i tablete","<p>..</p>
","USB punjači | Brzi punjač, GaN – BitLab","USB punjači za mobitele, tablete i laptope. Brzi punjači PD 65W, GaN tehnologija, više portova. Povoljne cijene, brza isporuka.","USB punjač, brzi punjač, GaN punjač, PD 65W, punjač za mobitel, višeportni punjač BiH","USB punjači brzi GaN PD | BitLab","Brzi USB punjači GaN tehnologije s PD podrškom za mobitele, tablete i laptope.","Brzi USB punjači za sve uređaje – PD i QC tehnologije za punjenje smartphonea i tableta, GaN punjači s više portova i kompaktnim dizajnom za putovanje.","1","280_usb punjaci.jpg",NULL,"usb-punjaci","347","0","2020-07-13 14:02:23","2020-07-15 16:26:37","3","1","0"
"315","Video adapter","Video adapteri – HDMI, DisplayPort, VGA pretvarači","<p>...</p>
","Video adapteri | HDMI, DP, VGA – BitLab","Video adapteri za spajanje monitora i projektora. HDMI na VGA, DisplayPort na HDMI i ostali pretvarači. Brza isporuka po BiH.","video adapter, HDMI na VGA, DisplayPort adapter, USB-C na HDMI, video pretvarač BiH","Video adapteri HDMI DisplayPort VGA | BitLab","HDMI, DisplayPort i VGA video adapteri za spajanje monitora i projektora.","Video adapteri za spajanje monitora, televizora i projektora različitih priključaka. HDMI na VGA, DisplayPort na HDMI, USB-C na HDMI i ostale kombinacije.","1","7_video adapter.jpg",NULL,"video-adapteri","356","0","2020-07-13 14:03:20","2020-07-15 17:46:30","3","1","0"
"316","Video kablovi","Video kablovi – HDMI, DisplayPort i VGA kablovi","<p>...</p>
","Video kablovi | HDMI, DisplayPort, VGA – BitLab","Video kablovi za monitore, televizore i projektore. HDMI 2.1, DisplayPort, VGA i DVI kablovi. Razne dužine, povoljne cijene.","video kablovi, HDMI kabel, DisplayPort kabel, VGA kabel, DVI kabel, 4K HDMI kabel BiH","Video kablovi HDMI DisplayPort VGA | BitLab","HDMI 2.1, DisplayPort, VGA i DVI video kablovi raznih dužina po povoljnim cijenama.","Video kablovi za spajanje računara, konzola i media playera s monitorima i televizorima. HDMI 2.1 za 4K/8K sadržaj, DisplayPort, VGA i DVI kablovi u raznim dužinama.","1","952_video cables.jpg",NULL,"video-kablovi","356","0","2020-07-13 14:04:22","2020-07-15 17:46:53","3","1","0"
"317","Wireles","Wireless – WiFi adapteri i bežični prijemnici","<p>...</p>
","Wireless WiFi adapteri i prijemnici – BitLab","WiFi adapteri za desktop i laptop računare. USB WiFi, PCIe WiFi i Bluetooth adapteri. TP-Link, Asus i drugi. Brza isporuka po BiH.","WiFi adapter, USB WiFi, PCIe WiFi, Bluetooth adapter, bežični adapter, TP-Link WiFi BiH","Wireless WiFi adapteri | BitLab","USB i PCIe WiFi adapteri i Bluetooth prijemnici – TP-Link, Asus i drugi brendovi.","WiFi adapteri za dodavanje bežičnog priključka desktop računarima i starijim laptopima. USB i PCIe WiFi te Bluetooth adapteri vodećih brendova.","1","47_wireles.jpg",NULL,"wireles","352","0","2020-07-13 14:04:59","2020-07-15 16:42:36","3","1","0"
"318","Ormari RACK","Rack ormari – Serverski i mrežni rack ormari","<p>..</p>
","Rack ormari | Serverski, Mrežni – BitLab","Rack ormari za servere i mrežnu opremu. Zidni i podni rack ormari raznih visina. Povoljne cijene, brza isporuka po BiH.","rack ormar, serverski ormar, zidni rack, podni rack, 19"" rack, mrežni ormar BiH","Rack ormari serverski i mrežni | BitLab","Zidni i podni 19"" rack ormari za servere i mrežnu opremu raznih visina.","Rack ormari za uredno i sigurno smještanje servera, switcheva i mrežne opreme. Zidni i podni 19"" rack ormari raznih visina – od 6U do 42U.","1","498_ormari rack.jpg",NULL,"ormari-rack","352","30","2020-07-13 14:06:38","2021-06-05 11:46:55","7","1","0"
"319","Mikrofoni","Mikrofoni – USB, kondenzatorski i gaming mikrofoni","<p>...</p>
","Mikrofoni | USB, Kondenzatorski – BitLab","Mikrofoni za streaming, podcasting, gaming i video konferencije. USB i XLR kondenzatorski mikrofoni. Blue, HyperX i drugi. Brza isporuka.","mikrofon, USB mikrofon, kondenzatorski mikrofon, gaming mikrofon, Blue mikrofon, HyperX mic BiH","Mikrofoni USB i kondenzatorski | BitLab","USB i kondenzatorski mikrofoni za streaming, gaming i video konferencije.","Mikrofoni za čist i profesionalan zvuk u streamingu, podcasting-u, online nastavi i video konferencijama. USB plug-and-play i XLR kondenzatorski modeli.","1","923_mikrofoni.jpg",NULL,"mikrofoni","219","0","2020-07-13 14:09:40","2020-07-14 18:08:37","3","1","0"
"320","Dodatne kartice","Dodatne kartice – PCIe kartice za proširenje","<p>---</p>
","Dodatne PCIe kartice za PC – BitLab","Dodatne PCIe kartice za proširenje PC računara. USB kontroleri, SATA kartice, mrežne kartice i više. Brza isporuka po BiH.","PCIe kartica, USB kontroler, SATA kartica, mrežna kartica, proširenje za PC BiH","Dodatne PCIe kartice za PC | BitLab","PCIe kartice za proširenje – USB kontroleri, SATA kartice, mrežne kartice i više.","PCIe kartice za proširivanje mogućnosti desktop računara – USB 3.0 i 3.2 kontroleri, SATA kartice, mrežne i zvučne kartice.","1","130_dodatne kartice.jpg",NULL,"dodatne-kartice","107","0","2020-07-14 16:47:49","2020-07-14 16:47:49","3","1","0"
"322","REFURBISHED DESKTOP","Refurbished Desktop računari – Obnovljeni desktop PC","<p>----</p>
","Refurbished Desktop PC | Obnovljeni računari – BitLab","Obnovljeni refurbished desktop računari po povoljnim cijenama. Testirani i garantovani. HP, Dell, Lenovo. Brza isporuka po BiH.","refurbished desktop, obnovljeni računar, povoljni računar, HP refurbished, Dell obnovljeni BiH","Refurbished Desktop obnovljeni računari | BitLab","Obnovljeni desktop računari HP, Dell i Lenovo – testirani, garantovani, povoljne cijene.","Refurbished desktop računari predstavljaju odlično rješenje za budžetno kupovanje. Svaki uređaj je profesionalno obnovljen, testiran i dolazi s garancijom.","1","807_REFURBISHED DESKTOP.jpg",NULL,"refurbished-desktop","17","0","2020-07-14 16:58:45","2020-07-14 16:58:45","3","1","0"
"323","Server","Serveri – Tower i Rack serveri za poslovanje","<p>---</p>
","Serveri | Tower, Rack serveri – BitLab","Serveri za mala i srednja preduzeća. Tower i rack serveri HP ProLiant, Dell PowerEdge i drugi. Povoljne cijene, stručna podrška.","server, tower server, rack server, HP ProLiant, Dell PowerEdge, poslovni server BiH","Serveri tower i rack | BitLab","Tower i rack serveri HP ProLiant i Dell PowerEdge za mala i srednja preduzeća.","Pouzdani serveri za mala i srednja preduzeća – HP ProLiant tower i rack serveri, Dell PowerEdge i drugi. Stručna konfiguracija i podrška po vašim zahtjevima.","1","709_server.jpeg",NULL,"server","17","0","2020-07-14 17:00:47","2020-07-14 17:00:47","3","1","0"
"324","Dodaci za notebook","Dodaci za notebook – Hladnjaci, dokstajšeni i više","<p>---</p>
","Dodaci za notebook | Hladnjaci, Docking – BitLab","Dodaci za notebook računare – hladnjaci, docking station, notebook stalci i punjači. Povoljne cijene, brza isporuka po BiH.","dodaci za notebook, hladnjak za laptop, docking station, laptop stalak, zamjenski punjač BiH","Dodaci za notebook hladnjaci docking | BitLab","Hladnjaci, docking station, stalci i ostali dodaci za notebook računare.","Unaprijedite upotrebu laptopa uz razne dodatke – hladnjaci za sprečavanje pregrijavanja, docking station za uredsku upotrebu, ergonomski stalci i zamjenski punjači.","1","433_dodaci za notebook.jpg",NULL,"dodaci-za-notebook","17","30","2020-07-14 17:03:52","2020-07-14 17:03:52","3","1","0"
"325","Rezervni dijelovi informatika","Rezervni dijelovi – Informatička oprema","<p>---</p>
","Rezervni dijelovi informatika – BitLab","Rezervni dijelovi za računare i informatičku opremu. Napajanja, matične ploče, hladnjaci i ostali dijelovi. Brza isporuka po BiH.","rezervni dijelovi, servis računara, zamjenski dijelovi, informatika rezervni dijelovi BiH","Rezervni dijelovi informatika | BitLab","Rezervni dijelovi za servis računara i informatičke opreme.","Rezervni i zamjenski dijelovi za servis i popravku računara i informatičke opreme. Napajanja, hladnjaci, matične ploče i ostali dijelovi na zalihama.","1","704_rezervni dijelovi informatika.jpg",NULL,"rezervni-dijelovi-informatika","17","0","2020-07-14 17:06:59","2020-07-14 17:07:29","3","1","0"
"326","Monitori",NULL,"<p>---</p>
",NULL,NULL,NULL,NULL,NULL,NULL,"0","159_monitori.jpg",NULL,"monitori","219","0","2020-07-14 17:32:45","2020-08-27 12:33:55","3","0","0"
"327","Eksterni HDD","Eksterni HDD – Prijenosni hard diskovi","<p>---</p>
","Eksterni HDD prijenosni diskovi – BitLab","Eksterni prijenosni HDD diskovi za backup i pohranu podataka. Seagate, WD, razni kapaciteti. Povoljne cijene, brza isporuka po BiH.","eksterni HDD, prijenosni disk, backup disk, Seagate eksterni, WD eksterni BiH","Eksterni HDD prijenosni | BitLab","Prijenosni eksterni HDD diskovi za backup – Seagate i WD raznih kapaciteta.","Prijenosni eksterni HDD diskovi za backup i čuvanje podataka na sigurnom. Seagate i WD u kapacitetima od 500GB do 5TB.","1","788_eksterni hdd.jpg",NULL,"eksterni-hdd","219","0","2020-07-14 17:40:19","2020-07-14 17:40:19","3","1","0"
"328","Dodaci za eksterni HDD","Dodaci za eksterni HDD – Kablovi i kućišta","<p>---</p>
","Dodaci za eksterni HDD – BitLab","Dodaci za eksterni HDD – USB kablovi, kućišta za disk i adapteri. Povoljne cijene, brza isporuka po BiH.","dodaci eksterni HDD, USB kabel za disk, kućište za HDD, HDD adapter BiH","Dodaci za eksterni HDD | BitLab","USB kablovi, kućišta i adapteri kao dodaci za eksterni HDD.","Dodaci koji upotpunjuju upotrebu eksternih HDD diskova – zamjenski USB kablovi, kućišta za ugradnju internih diskova i adapteri.","1","187_dodaci.jpg",NULL,"dodaci-za-eksterni-hdd","219","0","2020-07-14 17:42:59","2020-07-14 17:42:59","3","1","0"
"329","Kućišta za HDD","Kućišta za HDD – 2.5"" i 3.5"" HDD enclosure","<p>---</p>
","Kućišta za HDD | 2.5"", 3.5"" enclosure – BitLab","Kućišta za HDD i SSD diskove. 2.5"" i 3.5"" USB enclosure za pretvaranje internih diskova u ekterne. Brza isporuka po BiH.","kućište za HDD, HDD enclosure, 2.5 kućište, 3.5 kućište, SSD kućište, USB disk kućište BiH","Kućišta za HDD 2.5 i 3.5 inča | BitLab","2.5"" i 3.5"" HDD/SSD kućišta za pretvaranje internih diskova u prenosne ekterne.","HDD kućišta za pretvaranje internih 2.5"" i 3.5"" hard diskova u prijenosne eksterne uređaje. USB 3.0 priključak, plug-and-play bez instalacije.","1","841_kucista za hdd.jpg",NULL,"kucista-za-hdd","219","0","2020-07-14 17:46:17","2020-07-14 17:46:17","3","1","0"
"331","Eksterni FDD",NULL,"<p>---</p>
",NULL,NULL,NULL,NULL,NULL,NULL,"0","538_eksterni fdd.jpg",NULL,"eksterni-fdd","219","0","2020-07-14 17:50:53","2020-07-14 17:50:53","3","1","0"
"332","Eksterni FDD tuneri",NULL,"<p>---</p>
",NULL,NULL,NULL,NULL,NULL,NULL,"0","142_tuneri.jpg",NULL,"eksterni-fdd-tuneri","219","0","2020-07-14 17:53:13","2020-07-14 17:53:13","3","1","0"
"334","Card reader-i","Card reader-i – Čitači memorijskih kartica","<p>---</p>
","Card reader-i čitači kartica – BitLab","Čitači memorijskih kartica za SD, microSD, CF i ostale kartice. USB 3.0 card reader modeli. Povoljne cijene, brza isporuka po BiH.","card reader, čitač kartica, SD card reader, microSD čitač, USB čitač kartica BiH","Card reader-i čitači kartica | BitLab","USB 3.0 čitači memorijskih kartica – SD, microSD, CF i ostale kartice.","USB 3.0 čitači memorijskih kartica za brz prenos fotografija i podataka s fotoaparata, dronova i uređaja. Podrška za SD, microSD, CF i ostale formate.","1","650_card readeri.jpg",NULL,"card-readeri","219","0","2020-07-14 17:58:13","2020-07-14 17:58:13","3","1","0"
"335","Barcode skeneri","Barkod skeneri – 1D i 2D čitači barkoda","<p>---</p>
","Barkod skeneri 1D 2D QR – BitLab","Barkod skeneri za maloprodaju i skladište. 1D, 2D i QR code čitači, žičani i bežični modeli. Povoljne cijene, brza isporuka po BiH.","barkod skener, barcode scanner, 1D skener, 2D skener, QR skener, bežični skener BiH","Barkod skeneri 1D 2D QR | BitLab","Žičani i bežični barkod skeneri 1D, 2D i QR za maloprodaju i skladišta.","Barkod skeneri za brzo i precizno skeniranje na blagajni i u skladištu. Žičani i bežični 1D linijski i 2D imager skeneri s podrškom za QR kodove.","1","579_7.jpeg",NULL,"barcode-skeneri","219","0","2020-07-14 18:01:48","2020-07-14 18:01:48","3","1","0"
"336","Ladice za novac","Ladice za novac – Blagajničke ladice","<p>---</p>
","Ladice za novac blagajničke – BitLab","Blagajničke ladice za novac za maloprodaju i ugostiteljstvo. Manuelne i automatske ladice raznih veličina. Brza isporuka po BiH.","ladica za novac, blagajnička ladica, cash drawer, POS ladica za novac BiH","Blagajničke ladice za novac | BitLab","Manuelne i automatske blagajničke ladice za maloprodaju i ugostiteljstvo.","Blagajničke ladice za organizovano i sigurno čuvanje gotovine na prodajnom mjestu. Manuelne i automatske ladice kompatibilne s POS sistemima.","1","482_ladice za novac.jpg",NULL,"ladice-za-novac","219","0","2020-07-14 18:05:07","2020-07-14 18:05:07","3","1","0"
"337","3D print",NULL,"<p>----</p>
",NULL,NULL,NULL,NULL,NULL,NULL,"0","607_3d-printer.jpg",NULL,"3d-print","97","30","2020-07-14 18:30:49","2020-08-27 12:07:51","3","0","0"
"338","BR mediji","Blu-ray mediji – BD-R i BD-RE diskovi","<p>---</p>
","Blu-ray mediji BD-R BD-RE – BitLab","Blu-ray mediji za snimanje i arhiviranje. BD-R i BD-RE diskovi raznih kapaciteta. Verbatim i drugi. Povoljne cijene, brza isporuka.","Blu-ray mediji, BD-R, BD-RE, Blu-ray disk, snimanje Blu-ray, Verbatim BD-R BiH","Blu-ray mediji BD-R BD-RE | BitLab","BD-R i BD-RE Blu-ray mediji za snimanje i arhiviranje – Verbatim i drugi brendovi.","Blu-ray mediji za dugotrajno arhiviranje podataka i snimanje filmova. BD-R za jednokratno i BD-RE za višekratno snimanje u kapacitetima od 25GB do 100GB.","1","128_br mediji.jpeg",NULL,"br-mediji","227","0","2020-07-14 18:37:11","2020-07-14 18:37:11","3","1","0"
"339","Futrole i omoti","Futrole i omoti za medije","<p>---</p>
","Futrole i omoti za CD DVD – BitLab","Futrole, omoti i koferi za čuvanje CD, DVD i Blu-ray diskova. Razni kapaciteti. Povoljne cijene, brza isporuka po BiH.","futrola za CD, omot za DVD, kofer za diskove, CD wallet, DVD storage BiH","Futrole i omoti za medije | BitLab","Futrole, omoti i koferi za organizovano čuvanje CD, DVD i Blu-ray diskova.","Futrole, omoti i koferi za uredno čuvanje i zaštitu CD, DVD i Blu-ray kolekcija. Dostupni u raznim kapacitetima – od džepnih omota do velikih kofera.","1","492_futrole.jpg",NULL,"futrole-i-omoti","227","0","2020-07-14 18:38:43","2020-07-14 18:38:43","3","1","0"
